"corpusid","externalids","url","title","authors","venue","publicationvenueid","year","referencecount","citationcount","influentialcitationcount","isopenaccess","s2fieldsofstudy","publicationtypes","publicationdate","journal","corpusid"
"10059","{acl=null, dblp=null, arxiv=null, mag=2559268155, corpusid=10059, pubmed=27909729, doi=10.3892/ijmm.2016.2815, pubmedcentral=5179189}","https://www.semanticscholar.org/paper/2d9568ea4c384dc3d39e66f5dd5ce099b041ddc5","Self-renewal molecular mechanisms of colorectal cancer stem cells","[{authorid=7890066, name=Tianhui Pan}, {authorid=81946139, name=Jinghong Xu}, {authorid=6077045, name=Yongliang Zhu}]","International Journal of Molecular Medicine","745944ea-f957-4f93-b907-050cdc009517","2016","155","43","2","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[Review, JournalArticle]","2016-11-30","{name=International Journal of Molecular Medicine, pages=9 - 20, volume=39}","10059"
"5097658","{acl=null, dblp=null, arxiv=null, mag=2062523318, corpusid=5097658, pubmed=25774292, doi=10.1186/s40104-015-0001-8, pubmedcentral=4358872}","https://www.semanticscholar.org/paper/6ddec9467fa9f1fc7d28d9344e09581aeb8f562a","Developmental programming: the role of growth hormone","[{authorid=31475165, name=A. Oberbauer}]","Journal of Animal Science and Biotechnology","3edab69f-33c0-48a5-986e-7e3b9423c364","2015","101","23","2","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle, Review]","2015-02-12","{name=Journal of Animal Science and Biotechnology, pages=null, volume=6}","5097658"
"4683687","{acl=null, dblp=null, arxiv=null, mag=2784442221, corpusid=4683687, pubmed=29416383, doi=10.2147/NSS.S124657, pubmedcentral=5789079}","https://www.semanticscholar.org/paper/cb9b509facabc8b4fc9b26c69e3ebc8a913b81ea","Obstructive sleep apnea: current perspectives","[{authorid=46927461, name=A. Osman}, {authorid=40606212, name=S. Carter}, {authorid=39512095, name=J. Carberry}, {authorid=3695912, name=D. Eckert}]","Nature and Science of Sleep","2853e695-605a-467a-850f-64119eb2c09b","2018","175","241","6","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2018-01-23","{name=Nature and Science of Sleep, pages=21 - 34, volume=10}","4683687"
"3469782","{acl=null, dblp=null, arxiv=null, mag=2789088395, corpusid=3469782, pubmed=29473512, doi=10.2174/1570159X16666180222155833, pubmedcentral=6251044}","https://www.semanticscholar.org/paper/f1e106a14d64ac3de5af34fca2f5c7c16dbd9c9e","The Role of Inflammatory Response in Stroke Associated Programmed Cell Death","[{authorid=152209957, name=K. Duris}, {authorid=8114274, name=Z. Splichal}, {authorid=2252042868, name=Michal Jurajda}]","Current Neuropharmacology","00b197ad-db71-4e63-95d6-23c50400ab53","2018","128","43","5","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2018-10-05","{name=Current Neuropharmacology, pages=1365 - 1374, volume=16}","3469782"
"8431065","{acl=null, dblp=journals/tac/ArslanY17, arxiv=1506.07924, mag=2345652363, corpusid=8431065, pubmed=null, doi=10.1109/TAC.2016.2598476, pubmedcentral=null}","https://www.semanticscholar.org/paper/3a68e5a525af1300385ebf8d31554e97f1e70bea","Decentralized Q-Learning for Stochastic Teams and Games","[{authorid=34921523, name=Gürdal Arslan}, {authorid=22666897, name=S. Yüksel}]","IEEE Transactions on Automatic Control","1283a59c-0d1f-48c3-81d7-02172f597e70","2015","54","99","17","true","[{category=Computer Science, source=s2-fos-model}, {category=Mathematics, source=s2-fos-model}, {category=Computer Science, source=external}, {category=Mathematics, source=external}]","[JournalArticle]","2015-06-25","{name=IEEE Transactions on Automatic Control, pages=1545-1558, volume=62}","8431065"
"4222324","{acl=null, dblp=null, arxiv=null, mag=2794325299, corpusid=4222324, pubmed=29518079, doi=10.1371/journal.pone.0192715, pubmedcentral=5843172}","https://www.semanticscholar.org/paper/fa7b3a63690d3db2e02f59a328c8f358e4cf5159","Cuticular fatty acids of Galleria mellonella (Lepidoptera) inhibit fungal enzymatic activities of pathogenic Conidiobolus coronatus","[{authorid=144028305, name=A. Wrońska}, {authorid=4337488, name=M. Boguś}, {authorid=88004505, name=E. Włóka}, {authorid=9615964, name=Michalina Kazek}, {authorid=38880308, name=A. Kaczmarek}, {authorid=2092074520, name=K. Zalewska}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2018","45","27","0","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2018-03-08","{name=PLoS ONE, pages=null, volume=13}","4222324"
"167217873","{acl=null, dblp=null, arxiv=null, mag=2945973250, corpusid=167217873, pubmed=31191421, doi=10.3389/fpsyg.2019.01269, pubmedcentral=6549439}","https://www.semanticscholar.org/paper/ef0b3ec5aa68e5df3ac868ace893af5404068145","Human Flourishing in Cross Cultural Settings. Evidence From the United States, China, Sri Lanka, Cambodia, and Mexico","[{authorid=1403531479, name=Dorota Węziak‐Białowolska}, {authorid=3514554, name=E. McNeely}, {authorid=2218275, name=T. VanderWeele}]","Frontiers in Psychology","89097a03-8be6-4e2d-ae2c-a6df64c77a06","2019","76","60","1","true","[{category=Sociology, source=s2-fos-model}, {category=Psychology, source=s2-fos-model}, {category=Medicine, source=external}, {category=Psychology, source=external}]","[JournalArticle, Review]","2019-05-29","{name=Frontiers in Psychology, pages=null, volume=10}","167217873"
"3958245","{acl=null, dblp=null, arxiv=1511.04769, mag=2952001800, corpusid=3958245, pubmed=27125656, doi=10.1007/s11538-016-0165-1, pubmedcentral=null}","https://www.semanticscholar.org/paper/0254bd0e34ba34d531e0bf93a34cbaad3cc09c10","Dynamical Models of Task Organization in Social Insect Colonies","[{authorid=145388825, name=Yun Kang}, {authorid=1729346, name=G. Theraulaz}]","Bulletin of Mathematical Biology","8a47ce78-e793-4315-8bf8-b09466ebf633","2015","152","21","1","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Mathematics, source=external}, {category=Computer Science, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2015-11-15","{name=Bulletin of Mathematical Biology, pages=879 - 915, volume=78}","3958245"
"17717799","{acl=null, dblp=null, arxiv=null, mag=2599470704, corpusid=17717799, pubmed=28420963, doi=10.3389/fnmol.2017.00090, pubmedcentral=5376598}","https://www.semanticscholar.org/paper/ee80a75bcc99ef311712754424045feff4ae5565","RNA-Seq Analysis of Microglia Reveals Time-Dependent Activation of Specific Genetic Programs following Spinal Cord Injury","[{authorid=6431215, name=H. Noristani}, {authorid=5429946, name=Y. Gerber}, {authorid=34420085, name=J. Sabourin}, {authorid=120202512, name=M. Le Corre}, {authorid=5847904, name=N. Lonjon}, {authorid=1401612061, name=N. Mestre-Frances}, {authorid=3583544, name=H. Hirbec}, {authorid=37398466, name=F. Perrin}]","Frontiers in Molecular Neuroscience","7101fb84-a263-47ee-80ff-743ece1018d3","2017","85","54","4","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2017-04-03","{name=Frontiers in Molecular Neuroscience, pages=null, volume=10}","17717799"
"52269909","{acl=null, dblp=null, arxiv=null, mag=2885012247, corpusid=52269909, pubmed=30214559, doi=10.3892/ol.2018.9225, pubmedcentral=6126213}","https://www.semanticscholar.org/paper/c294136b179bb8708479ac1f6e6269fa87206d77","Clinicopathological and genetic characteristics associated with brain metastases from lung adenocarcinoma and utility as prognostic factors","[{authorid=3007147, name=Hiromasa Kobayashi}, {authorid=5366933, name=M. Hamasaki}, {authorid=48327348, name=T. Morishita}, {authorid=26392899, name=Masayo Yoshimura}, {authorid=4395184, name=Masani Nonaka}, {authorid=144553378, name=H. Abe}, {authorid=28106038, name=Tooru Inoue}, {authorid=2371897, name=K. Nabeshima}]","Oncology Letters","32d29099-0305-4734-b3ec-534d630e10ff","2018","39","7","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2018-07-27","{name=Oncology Letters, pages=4243 - 4252, volume=16}","52269909"
"17048566","{acl=null, dblp=null, arxiv=null, mag=2045247091, corpusid=17048566, pubmed=24791011, doi=10.1155/2014/980948, pubmedcentral=3985192}","https://www.semanticscholar.org/paper/8dedaec4d679b84f933cc3200d1abee6d6079756","Evaluation of Biochemical, Haematological, and Histopathological Responses and Recovery Ability of Common Carp (Cyprinus carpio L.) after Acute Exposure to Atrazine Herbicide","[{authorid=3601107, name=J. Blahova}, {authorid=4328298, name=H. Modrá}, {authorid=89996056, name=Marie Ševčíková}, {authorid=3148613, name=P. Marsalek}, {authorid=5730219, name=Lenka Zelníčková}, {authorid=143753283, name=M. Škorič}, {authorid=2416045, name=Z. Svobodová}]","BioMed Research International","c52375db-5573-406f-a12b-854c7ba98498","2014","39","53","4","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2014-03-27","{name=BioMed Research International, pages=null, volume=2014}","17048566"
"8252542","{acl=null, dblp=null, arxiv=null, mag=2065456370, corpusid=8252542, pubmed=24216954, doi=10.1364/OE.21.027306, pubmedcentral=null}","https://www.semanticscholar.org/paper/0d7829abf50dc816838d0ba2e3e51bd648f2e92f","Quantum effects and nonlocality in strongly coupled plasmonic nanowire dimers.","[{authorid=35212654, name=T. V. Teperik}, {authorid=5621707, name=P. Nordlander}, {authorid=3119133, name=J. Aizpurua}, {authorid=49008306, name=A. Borisov}]","Optics Express","f06e7ee6-cd20-45a8-91f9-6c84bcddc5fd","2013","88","123","5","true","[{category=Physics, source=s2-fos-model}, {category=Physics, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2013-11-04","{name=Optics express, pages=
          27306-25
        , volume=21 22}","8252542"
"16533315","{acl=null, dblp=null, arxiv=null, mag=2026844511, corpusid=16533315, pubmed=24960805, doi=10.1093/jscr/2012.3.1, pubmedcentral=3649510}","https://www.semanticscholar.org/paper/f10ba67db05a1afc7155891f6f496d0c87a828f2","Stomach torsion in pregnancy as a complication of laparoscopic adjustable gastric banding","[{authorid=1729534615, name=D. Mohamed}, {authorid=3710560, name=A. El Hadi}, {authorid=5437649, name=B. Smajer}]","Journal of Surgical Case Reports","7ea2dcc1-e8b4-44a4-a84e-2b0f4457f8b0","2012","5","4","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2012-03-01","{name=Journal of Surgical Case Reports, pages=1 - 1, volume=2012}","16533315"
"3873381","{acl=null, dblp=null, arxiv=null, mag=2087536234, corpusid=3873381, pubmed=21887217, doi=10.1371/journal.pone.0022283, pubmedcentral=3159570}","https://www.semanticscholar.org/paper/3b847867aa75d568893efec413562d8359c9fa06","Sodium Coupled Bicarbonate Influx Regulates Intracellular and Apical pH in Cultured Rat Caput Epididymal Epithelium","[{authorid=50123570, name=W. Zuo}, {authorid=2153701132, name=Sheng Li}, {authorid=2110284296, name=Jiehong Huang}, {authorid=4567543, name=Deng-Liang Yang}, {authorid=2116290988, name=Geng Zhang}, {authorid=6050557, name=Siliang Chen}, {authorid=3940411, name=Y. Ruan}, {authorid=6879727, name=Ke-Nan Ye}, {authorid=144212184, name=C. H. Cheng}, {authorid=145662100, name=Wen-Liang Zhou}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2011","49","16","0","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2011-08-22","{name=PLoS ONE, pages=null, volume=6}","3873381"
"247814","{acl=null, dblp=null, arxiv=null, mag=2172229459, corpusid=247814, pubmed=23192243, doi=10.1136/bmjopen-2012-001686, pubmedcentral=3533018}","https://www.semanticscholar.org/paper/d563a2dd7a2858defe8ef927469f7f53732d0932","Impact of universal health insurance coverage in Thailand on sales and market share of medicines for non-communicable diseases: an interrupted time series study","[{authorid=4489495, name=Laura F. Garabedian}, {authorid=1384188635, name=D. Ross-Degnan}, {authorid=7837695, name=S. Ratanawijitrasin}, {authorid=144119383, name=P. Stephens}, {authorid=31427998, name=A. Wagner}]","BMJ Open","e6216b43-2428-4aaf-8101-b40e1dfd2810","2012","49","26","0","true","[{category=Economics, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2012-11-27","{name=BMJ Open, pages=null, volume=2}","247814"
"27367334","{acl=null, dblp=null, arxiv=null, mag=2612928701, corpusid=27367334, pubmed=28489865, doi=10.1371/journal.pone.0176904, pubmedcentral=5425176}","https://www.semanticscholar.org/paper/6d199d6a61dbf3bd9364372bd02f3bac9999f79f","Awareness, treatment, and control of hypertension is low among adults in Aksum town, northern Ethiopia: A sequential quantitative-qualitative study","[{authorid=10775863, name=Teklay Aredehey Gebrihet}, {authorid=10701806, name=Kebede Haile Mesgna}, {authorid=10727691, name=Y. Gebregiorgis}, {authorid=4421356, name=A. Kahsay}, {authorid=9642618, name=Negassie Berhe Weldehaweria}, {authorid=9661456, name=M. Weldu}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2017","56","32","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2017-05-10","{name=PLoS ONE, pages=null, volume=12}","27367334"
"2329161","{acl=null, dblp=null, arxiv=null, mag=2023747548, corpusid=2329161, pubmed=24341623, doi=10.1042/BSR20130094, pubmedcentral=null}","https://www.semanticscholar.org/paper/d279cc5cfbb14bb35e0ae914bcc0a09b02c44d25","A combination of SILAC and nucleotide acyl phosphate labelling reveals unexpected targets of the Rsk inhibitor BI-D1870.","[{authorid=40205271, name=A. J. Edgar}, {authorid=2169897, name=M. Trost}, {authorid=144936764, name=C. Watts}, {authorid=5240016, name=R. Zaru}]","Bioscience Reports","678ce279-560b-4a6c-af55-ff68d5c2b544","2014","66","13","1","true","[{category=Biology, source=s2-fos-model}, {category=Chemistry, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2014-02-01","{name=Bioscience reports, pages=null, volume=null}","2329161"
"263505967","{acl=null, dblp=null, arxiv=null, mag=2330485564, corpusid=263505967, pubmed=27051606, doi=10.5588/pha.15.0064, pubmedcentral=4809721}","https://www.semanticscholar.org/paper/7dfb67b119da3fb41514ca8016b5ffa276b8a9b9","Coverage of clinic-based TB screening in South Africa may be low in key risk groups","[]","Public Health Action","411b3897-93c7-4bd8-8fc8-7c0c5e1251b2","2015","11","7","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2015-01-25","{name=Public Health Action, pages=19 - 21, volume=6}","263505967"
"8216360","{acl=null, dblp=null, arxiv=null, mag=2008667373, corpusid=8216360, pubmed=22558467, doi=10.1371/journal.pone.0036453, pubmedcentral=3338647}","https://www.semanticscholar.org/paper/c691cc6a19329858f8e7bdaf5bb64d5fbb68f852","Ablation of Sim1 Neurons Causes Obesity through Hyperphagia and Reduced Energy Expenditure","[{authorid=48203538, name=Dong Xi}, {authorid=143638121, name=N. Gandhi}, {authorid=4939253, name=Meizan Lai}, {authorid=6900630, name=B. Kublaoui}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2012","60","87","3","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-04-27","{name=PLoS ONE, pages=null, volume=7}","8216360"
"8510952","{acl=null, dblp=null, arxiv=null, mag=2062160470, corpusid=8510952, pubmed=22334625, doi=10.1093/eurheartj/ehr441, pubmedcentral=3279314}","https://www.semanticscholar.org/paper/2563eade81c6943d2ca3fed4f3e4f7d3212ee40b","Plant sterols and cardiovascular disease: a systematic review and meta-analysis†","[{authorid=6133142, name=B. Genser}, {authorid=6133142, name=B. Genser}, {authorid=4544195, name=G. Silbernagel}, {authorid=2223796603, name=G. D. Backer}, {authorid=144462051, name=E. Bruckert}, {authorid=6266075, name=R. Carmena}, {authorid=1970003, name=M. Chapman}, {authorid=46868953, name=J. Deanfield}, {authorid=51101325, name=O. Descamps}, {authorid=1742170, name=E. Rietzschel}, {authorid=21200731, name=K. C. Dias}, {authorid=2159658351, name=Winfried März}, {authorid=2159658351, name=Winfried März}, {authorid=2159658351, name=Winfried März}]","European Heart Journal","3e3fb1ae-7d3b-430c-9f51-5d7b4f6906e0","2012","71","189","4","true","[{category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, MetaAnalysis, JournalArticle]","2012-02-01","{name=European Heart Journal, pages=444 - 451, volume=33}","8510952"
"2660789","{acl=null, dblp=null, arxiv=null, mag=2512702381, corpusid=2660789, pubmed=27518192, doi=10.1371/journal.pone.0160843, pubmedcentral=4982607}","https://www.semanticscholar.org/paper/14ce1fcd32a80acb6100e803cf9a0d388ad353ee","The Limonoids TS3 and Rubescin E Induce Apoptosis in Human Hepatoma Cell Lines and Interfere with NF-κB Signaling","[{authorid=40392952, name=N. Lange}, {authorid=15737883, name=Armelle Tsamo Tontsa}, {authorid=3784145, name=C. Wegscheid}, {authorid=5868431, name=P. Mkounga}, {authorid=4979736, name=A. Nkengfack}, {authorid=6895308, name=C. Loscher}, {authorid=144024714, name=G. Sass}, {authorid=5451721, name=G. Tiegs}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2016","64","9","0","true","[{category=Chemistry, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2016-08-12","{name=PLoS ONE, pages=null, volume=11}","2660789"
"2670527","{acl=null, dblp=null, arxiv=null, mag=2078740132, corpusid=2670527, pubmed=23300606, doi=10.1371/journal.pone.0052173, pubmedcentral=3531410}","https://www.semanticscholar.org/paper/ae9e51780dece88a16078de94d7ffa461d30d7cc","Decoding Hindlimb Movement for a Brain Machine Interface after a Complete Spinal Transection","[{authorid=39795234, name=A. Manohar}, {authorid=38595916, name=R. D. Flint}, {authorid=34202064, name=E. Knudsen}, {authorid=1929951, name=K. Moxon}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2012","57","33","1","true","[{category=Engineering, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-12-27","{name=PLoS ONE, pages=null, volume=7}","2670527"
"3967924","{acl=null, dblp=null, arxiv=null, mag=2773472251, corpusid=3967924, pubmed=29553465, doi=10.4274/balkanmedj.2016.1830, pubmedcentral=5863256}","https://www.semanticscholar.org/paper/905ffd41692b5b064ebe39655673f93db708959c","Administration of Ginkgo biloba Extract (EGb761) Alone and in Combination with FK506 Promotes Liver Regeneration in a Rat Model of Partial Hepatectomy","[{authorid=14698910, name=Nahide Ekici Günay}, {authorid=40213162, name=S. Muhtaroğlu}, {authorid=6569930, name=A. Bedirli}]","Balkan Medical Journal","cba8ae7d-713b-4b5d-8ab3-4b55a2c5d065","2017","29","10","0","true","[{category=Medicine, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2017-12-14","{name=Balkan Medical Journal, pages=174 - 180, volume=35}","3967924"
"260491","{acl=null, dblp=null, arxiv=null, mag=2070467139, corpusid=260491, pubmed=24260226, doi=10.1371/journal.pone.0079463, pubmedcentral=3829852}","https://www.semanticscholar.org/paper/58f88cf6ccdc53768bdfb6f1dde0bca60f45f463","IL-17 Inhibits Chondrogenic Differentiation of Human Mesenchymal Stem Cells","[{authorid=50476082, name=M. Kondo}, {authorid=2083277, name=K. Yamaoka}, {authorid=4757754, name=K. Sonomoto}, {authorid=2065088, name=S. Fukuyo}, {authorid=3956821, name=K. Oshita}, {authorid=3028457, name=Y. Okada}, {authorid=48069965, name=Yoshiya Tanaka}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","49","47","1","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2013-11-15","{name=PLoS ONE, pages=null, volume=8}","260491"
"939290","{acl=null, dblp=null, arxiv=null, mag=2140777225, corpusid=939290, pubmed=23593472, doi=10.1371/journal.pone.0061362, pubmedcentral=3620387}","https://www.semanticscholar.org/paper/51f4ca289564d7f98d462583f241c6cb07ee2b4d","Targeting the EGFR/PCNA Signaling Suppresses Tumor Growth of Triple-Negative Breast Cancer Cells with Cell-Penetrating PCNA Peptides","[{authorid=2170382169, name=Yung-Luen Yu}, {authorid=46622271, name=Ruey-Hwang Chou}, {authorid=2118674008, name=Jiabin Liang}, {authorid=4161038, name=Wei-Jung Chang}, {authorid=38698093, name=Kuo-jung Su}, {authorid=46474050, name=Yen-ju Tseng}, {authorid=2265601, name=Wei‐Chien Huang}, {authorid=84527410, name=Shao-Chun Wang}, {authorid=144666813, name=M. Hung}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","42","62","1","true","[{category=Medicine, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2013-04-08","{name=PLoS ONE, pages=null, volume=8}","939290"
"5748052","{acl=null, dblp=null, arxiv=null, mag=2508487539, corpusid=5748052, pubmed=27517281, doi=10.1371/journal.pone.0161100, pubmedcentral=4982698}","https://www.semanticscholar.org/paper/04fc412bf7a5109a7ef1e057ea4d96710565dff8","Performance Assessment of Four Chimeric Trypanosoma cruzi Antigens Based on Antigen-Antibody Detection for Diagnosis of Chronic Chagas Disease","[{authorid=39293399, name=F. Santos}, {authorid=6261107, name=P. F. Celedon}, {authorid=48672687, name=N. Zanchin}, {authorid=46889594, name=Tatiana de Arruda Campos Brasil}, {authorid=2099714444, name=L. Foti}, {authorid=6129427, name=W. Souza}, {authorid=2111350681, name=E. D. Silva}, {authorid=3566191, name=Y. Gomes}, {authorid=2469823, name=M. Krieger}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2016","50","30","1","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2016-08-12","{name=PLoS ONE, pages=null, volume=11}","5748052"
"3007520","{acl=null, dblp=null, arxiv=null, mag=2491628236, corpusid=3007520, pubmed=27493762, doi=10.1136/bmjgast-2016-000096, pubmedcentral=4964159}","https://www.semanticscholar.org/paper/bb5ee9f32bf8bc633eea743dbc99d5b9157227d8","Circulating miRNA in patients with non-alcoholic fatty liver disease and coronary artery disease","[{authorid=6894654, name=R. Mehta}, {authorid=38730450, name=Munkzhul Otgonsuren}, {authorid=5648783, name=Zahra Younoszai}, {authorid=37496193, name=H. Allawi}, {authorid=4603454, name=B. Raybuck}, {authorid=5842050, name=Z. Younossi}]","BMJ Open Gastroenterology","f9f46cfe-2993-4c5f-956c-8d816513cdbf","2016","52","44","3","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2016-07-01","{name=BMJ Open Gastroenterology, pages=null, volume=3}","3007520"
"54441163","{acl=null, dblp=null, arxiv=null, mag=2903546985, corpusid=54441163, pubmed=30564562, doi=10.3389/fped.2018.00373, pubmedcentral=6288442}","https://www.semanticscholar.org/paper/742745c77662d0b7923d6874c324e23f1edca6c0","Myalgic Encephalomyelitis/Chronic Fatigue Syndrome in the Era of the Human Microbiome: Persistent Pathogens Drive Chronic Symptoms by Interfering With Host Metabolism, Gene Expression, and Immunity","[{authorid=5930620, name=A. Proal}, {authorid=2217312, name=T. Marshall}]","Frontiers in Pediatrics","c2ae00e7-6d19-4234-aace-a3bf6fd21bd5","2018","212","48","2","true","[{category=Medicine, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2018-12-04","{name=Frontiers in Pediatrics, pages=null, volume=6}","54441163"
"14934643","{acl=null, dblp=null, arxiv=null, mag=2143875897, corpusid=14934643, pubmed=25258370, doi=10.3174/ajnr.A4112, pubmedcentral=null}","https://www.semanticscholar.org/paper/7b6d6578b5788fc6b3088ebe2f775c4e5eb4d062","Diagnostic Yield of Emergency Department Arch-to-Vertex CT Angiography in Patients with Suspected Acute Stroke","[{authorid=6482787, name=A. Deipolyi}, {authorid=144863803, name=L. Hamberg}, {authorid=80400910, name=R. González}, {authorid=145492407, name=J. Hirsch}, {authorid=145981006, name=G. Hunter}]","American Journal of Neuroradiology","f1ea2acf-ea92-4727-abc2-b707defad005","2015","25","16","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2015-02-01","{name=American Journal of Neuroradiology, pages=265 - 268, volume=36}","14934643"
"6559312","{acl=null, dblp=null, arxiv=null, mag=2095647989, corpusid=6559312, pubmed=26316722, doi=10.2147/PPA.S86153, pubmedcentral=4542557}","https://www.semanticscholar.org/paper/7d32699659956203e18c6a4f12385d33019b4321","Risk factors for surgical site infection in a teaching hospital: a prospective study of 1,138 patients","[{authorid=4949830, name=Keping Cheng}, {authorid=2144508472, name=Jiawei Li}, {authorid=2052177967, name=Qingfang Kong}, {authorid=51008760, name=Changxian Wang}, {authorid=3684570, name=Nanyuan Ye}, {authorid=40387756, name=G. Xia}]","Patient Preference and Adherence","e055c110-d48e-4040-b2ae-60d4ff9a22e0","2015","41","71","5","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2015-08-14","{name=Patient preference and adherence, pages=1171 - 1177, volume=9}","6559312"
"42476698","{acl=null, dblp=null, arxiv=1708.00296, mag=2741613016, corpusid=42476698, pubmed=28952770, doi=10.1103/PhysRevLett.119.080502, pubmedcentral=null}","https://www.semanticscholar.org/paper/f6ca14a0e788f7a42b3f578cb46dc9faef49165a","Multiphoton Interference in Quantum Fourier Transform Circuits and Applications to Quantum Metrology.","[{authorid=6117117, name=Z. Su}, {authorid=2118204231, name=Y. Li}, {authorid=2489599, name=P. Rohde}, {authorid=114370700, name=Heliang Huang}, {authorid=2108028562, name=Xi-Lin Wang}, {authorid=49192990, name=Li Li}, {authorid=2230044000, name=Nai-Le Liu}, {authorid=22176678, name=J. Dowling}, {authorid=48165581, name=Chaoyang Lu}, {authorid=1732425, name=Jian-Wei Pan}]","Physical Review Letters","16c9f9d4-bee1-435d-8c85-22a3deba109d","2017","6","43","0","true","[{category=Physics, source=s2-fos-model}, {category=Medicine, source=external}, {category=Physics, source=external}]","[JournalArticle]","2017-08-01","{name=Physical review letters, pages=
          080502
        , volume=119 8}","42476698"
